text,coarse_label,fine_label,label,source_line
where can i find a website that gives comparisons of good prices ?,LOC,other,4,2228
what is meant by blood sed rate ?,DESC,def,1,2867
what 's the most common non-contagious disease in the world ?,ENTY,dismed,2,1810
where is guam ?,LOC,other,4,1099
what was george washington afraid of ?,ENTY,other,2,3567
how is energy created ?,DESC,manner,1,407
what is the main ingredient of yogurt ?,ENTY,substance,2,2599
how much of the earth 's surface is permanently frozen ?,NUM,count,5,1704
what 's men 's par on a 455-yard golf hole ?,NUM,other,5,4988
how many stations do you shoot from in the basketball game `` around the world '' ?,NUM,count,5,2185
what triple crown-winning horse took the 1973 belmont stakes by 31 lengths ?,ENTY,animal,2,2059
what was the average life expectancy during the stone age ?,NUM,period,5,1764
what strait links the mediterranean sea and the atlantic ocean ?,LOC,other,4,5202
how do you say 2 in latin ?,ENTY,termeq,2,4267
"what household facility contains a float ball , ballcock , and overflow tube ?",ENTY,other,2,510
what does s.o.s. stand for ?,ABBR,exp,0,222
what 's the origin of the word ` news ' ?,DESC,desc,1,819
what police force did mack sennett create ?,HUM,gr,3,5330
what company tabulates the ballots in voting for the academy awards ?,HUM,gr,3,320
what is the nickname of pennsylvania ?,LOC,state,4,5215
what countries does the mont blanc tunnel join ?,LOC,country,4,3145
how many disks does each player have in a four-handed game of crokinole ?,NUM,count,5,1771
what texas city got its name from the spanish for `` yellow '' ?,LOC,city,4,935
what is hyperopia ?,DESC,def,1,2368
how long do cardinal eggs incubate ?,NUM,period,5,2595
what are the best ways to improve employee morale at low cost ?,ENTY,techmeth,2,3105
name the two youngsters saved by the animated moby dick .,HUM,ind,3,2495
what organ contains the islands of langerhans ?,ENTY,body,2,4397
on what river is strasbourg built ?,LOC,other,4,3645
what bowl game began as an east-west contest between michigan and stanford in 192 ?,ENTY,sport,2,2034
where could i go to take a ride on a steam locomotive ?,LOC,other,4,3844
what are common methods used to regulate monopolies ?,ENTY,techmeth,2,4979
what is the richest state in the u.s. ?,LOC,state,4,4064
what kind of organization is ` last chance for animals ' ?,HUM,gr,3,1644
how old was gene siskel ?,NUM,period,5,2997
what famed library can you reach by dialing 22-287-5 ?,LOC,other,4,4822
what is the population in india ?,NUM,count,5,2027
what cable network bills itself as `` the family entertainer '' ?,HUM,gr,3,2656
who made the first surfboard ?,HUM,ind,3,2078
what is the origin of `` barbeque '' ?,DESC,desc,1,3782
what does the donation process entail ?,DESC,def,1,2789
"what does ms. , miss , and mrs. stand for ?",ABBR,exp,0,1198
who else was considered for the role of luke skywalker when george lucas was casting for star wars ?,HUM,ind,3,3488
what is a fear of women ?,ENTY,dismed,2,4111
"what is black hills , south dakota most famous for ?",DESC,reason,1,984
what country was kim philby really working for ?,LOC,country,4,3058
what is the peloponnesian league ?,DESC,def,1,4775
"where can i find scientific data , `` research papers , '' on textile engineering ?",LOC,other,4,3992
what is the acronym for the rating system for air conditioner efficiency ?,ABBR,abb,0,5310
how do i increase my biceps ' size ?,DESC,manner,1,1569
in what medium is stuart hamblen considered to be the first singing cowboy ?,ENTY,cremat,2,116
where can i get a photograph of professor randolph quirk ?,LOC,other,4,2635
when were fish first believed to be found on earth ?,NUM,date,5,1405
what five cards make up a perfect cribbage hand ?,ENTY,other,2,2675
what season does a hiemal activity normally take place in ?,NUM,date,5,4207
what film marked robert redford 's directorial debut ?,ENTY,cremat,2,468
"who was the accused in the trial of the century , which opened janurary 1 , 1935 ?",HUM,ind,3,4692
how many people are there in the world ?,NUM,count,5,218
what 's the northernmost u.s. state apart from alaska ?,LOC,state,4,1359
whose autobiography is titled yes i can ?,HUM,ind,3,720
in what area of the world was the six day war fought ?,LOC,other,4,466
what building appropriately enough is depicted on the back of the 1-dollar bill ?,LOC,other,4,1250
how do you find the area of a circle ?,DESC,manner,1,5071
what motto ended merrie melodies cartoons ?,DESC,desc,1,2847
what general direction does the journey in around the world in 80 days proceed in ?,LOC,other,4,3594
which one of the original seven mercury program astronauts did not fly on any of the mercury flights ?,HUM,ind,3,1381
what kind of substance is dextropropoxyphen napsylate ?,ENTY,substance,2,4194
what is the main application of sodium hydrosulfite ?,DESC,desc,1,3388
what are the rules to `` snow golf '' ?,DESC,desc,1,4036
who was jean nicolet ?,HUM,desc,3,1443
who made the musical plea be true to your school ?,HUM,ind,3,1797
what is the largest sculpture in the world ?,ENTY,cremat,2,3234
what north american city would you visit to see cleopatra 's needle ?,LOC,city,4,3071
how does it make its colors ?,DESC,manner,1,4671
what italian liner was hijacked in 1985 ?,ENTY,veh,2,825
what was the name of the computer in ` 2001 : a space odyssey ' ?,ENTY,product,2,4516
"what is the name of the largest city in chile , south america ?",LOC,city,4,3283
what age followed the bronze age ?,ENTY,event,2,852
who won the 1967 academy award for best actor ?,HUM,ind,3,1479
where have the most dinosaur remains been found ?,LOC,other,4,2277
which high schools are included in the south florida ice hockey league ?,HUM,gr,3,2361
where is rider college ?,LOC,other,4,3752
hitler came to power in germany in what year ?,NUM,date,5,3912
what causes canker sores in the mouth ?,DESC,reason,1,1973
what is the root of all evil ?,DESC,desc,1,2449
what animal was the heat-seeking missile called the sidewinder named for ?,ENTY,animal,2,1622
who created maudie frickett ?,HUM,ind,3,3636
what are the current immigration laws in us ?,DESC,desc,1,4498
name the disposable razor that `` costs about 19 cents . '',ENTY,product,2,700
what is ethylene ?,DESC,def,1,2022
where is inoco based ?,LOC,other,4,2180
"what explosive do you get by mixing charcoal , sulfur and saltpeter ?",ENTY,substance,2,1200
what number is at 12 o 'clock on a dartboard ?,NUM,other,5,2946
what 's the most common name in nursery rhymes ?,HUM,ind,3,2967
what is the web address of the list of e-mail addresses of members of the house of representatives ?,LOC,other,4,581
what is the name of kevin costner 's movie about sioux indians ?,ENTY,cremat,2,2901
what 's the southern dish made of pigs ' small intestines ?,ENTY,food,2,1098
where did the energy for the big bang come from ?,DESC,desc,1,5177
what are all the southern states of the united states ?,LOC,state,4,2409
what baseball player was known as charley hustle ?,HUM,ind,3,3434
what tokyo street glitters with famed department stores and nightclubs ?,LOC,other,4,1763
what was the price of varian associates ' vacuum products division ?,NUM,money,5,787
what is new england 's highest mountain ?,LOC,mount,4,3599
what happened to pepsi clear ?,DESC,desc,1,4220
how many states have a `` lemon law '' for new automobiles ?,NUM,count,5,3325
what is the term for the side of the mountain that faces the prevailing winds ?,ENTY,termeq,2,2827
"whose husbands have included conrad hilton jr. , and michael wilding ?",HUM,ind,3,3550
what does the six-footed musca domestica become when it enters a house ?,ENTY,other,2,73
what was the occupation of mandy rice-davies ?,HUM,title,3,880
what kind of animal is babar ?,ENTY,animal,2,428
how many maids were milking ?,NUM,count,5,4279
where was the first zoo in the u.s. ?,LOC,other,4,3302
what doctor claimed in a 1946 book : `` there is no such thing as a bad boy '' ?,HUM,ind,3,4044
what are the three most successful companies of our time ?,HUM,gr,3,5291
why do pharmacists work on raised floors ?,DESC,reason,1,4185
what american poet wrote : `` good fences make good neighbors '' ?,HUM,ind,3,877
"what feud ended with a marriage in kentucky on march 21 , 1891 ?",ENTY,event,2,1719
how big is our galaxy in diameter ?,NUM,volsize,5,3015
"what common plant has a button , cap , cup , gills , and ring ?",ENTY,plant,2,4875
what ill-fated american general dragged a bull terrier named willie through world war ii ?,HUM,ind,3,3354
what country did the ancient romans refer to as hibernia ?,LOC,country,4,1740
"what literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?",ENTY,cremat,2,1182
"what drink is made up of rum , coconut milk and pineapple ?",ENTY,food,2,3624
what `` little red car '' is mentioned in pop singer prince 's hit song ?,ENTY,other,2,3867
what 's the abbreviation for trinitrotoluene ?,ABBR,abb,0,1985
what 's known as the queen of drinks ?,ENTY,food,2,5415
what is the best internet business to go into ?,HUM,gr,3,1240
how long does a dog sleep ?,NUM,period,5,1413
where can i find a person 's address from a telephone number ?,LOC,other,4,456
what year did apartheid start ?,NUM,date,5,1730
where is the kentucky horse park ?,LOC,other,4,3931
who created the character james bond ?,HUM,ind,3,4940
what is the collective noun for geese ?,ENTY,word,2,4790
what south american city has the world 's highest commercial landing field ?,LOC,city,4,213
what are the titles of some r-rated sony playstation games ?,ENTY,sport,2,3361
what is osmosis ?,DESC,def,1,4570
what ice creams contain seaweed ?,ENTY,food,2,2136
what is the name of miss india 1994 ?,HUM,ind,3,1919
how many years make up a lustrum ?,NUM,count,5,3062
what u.s. president had brothers-in-law in the confederate army ?,HUM,ind,3,2396
what character in the beverly hillbillies has the given names daisy moses ?,HUM,ind,3,5227
how many cubic feet of space does a gallon of water occupy ?,NUM,count,5,1812
"what 1942 espionage movie reunited director john huston with maltese falconers humphrey bogart , mary astor , and sidney greenstreet ?",ENTY,cremat,2,3765
how did serfdom develop in and then leave russia ?,DESC,manner,1,1
how can i trace my family roots ?,DESC,manner,1,2128
what major airline has the best safety record in the world ?,HUM,gr,3,4457
how can i find out my moon sign ?,DESC,manner,1,1852
what is the highest waterfall in the united states ?,LOC,other,4,28
what south american city features the exclusive copacabana beach and ipanema ?,LOC,city,4,1789
what does rca stand for ?,ABBR,exp,0,4600
where does the u.s. rank among world countries in area ?,NUM,ord,5,1231
what is `` the taste that beats the others cold '' ?,ENTY,food,2,3989
in which sport is there a `` scrum '' ?,ENTY,sport,2,3104
how many calories are there in soy sauce ?,NUM,count,5,3008
what was the orca 's name that died of a fungal infection at sea world ?,ENTY,animal,2,5113
which breakfast cereal brought you `` the best each morning '' ?,ENTY,food,2,1197
colin powell is famous for what ?,DESC,reason,1,5096
what is deet ?,ABBR,exp,0,3098
how far is london uk from california ?,NUM,dist,5,1500
what do we call the imaginary line along the top of the rocky mountains ?,LOC,other,4,1530
who was the first governor of west virginia ?,HUM,ind,3,1827
"what 's the population of biloxi , mississippi ?",NUM,other,5,2158
what country was mikhail gorbachev the leader of ?,LOC,country,4,3035
who was ezra taft benson ?,HUM,desc,3,3929
what kind of sport is often associated with hooligans ?,ENTY,sport,2,596
when was the brandenburg gate in berlin built ?,NUM,date,5,3548
what city is served by mccarren airport ?,LOC,city,4,3485
how do i keep cats out of my flower garden for good ?,DESC,manner,1,4683
how many south american countries have the letter z in their names ?,NUM,count,5,243
how many hummingbird eggs could fit in one ostrich egg ?,NUM,count,5,4974
how many americans have hiv ?,NUM,count,5,2924
what was the u.s. highway death toll in 1969 ?,NUM,count,5,714
what river is windsor castle on ?,LOC,other,4,3396
what businesses in alaska were affected by the exxon valdez oil spill ?,HUM,gr,3,3902
what was the 1940 annual salary for a boilermaker ?,NUM,money,5,4805
in what nation is edessa located nowadays ?,LOC,country,4,3620
"what frenchman claimed the following ? if god did not exist , it would be necessary to invent him . ''",HUM,ind,3,4239
when was christ born ?,NUM,date,5,4191
what river does the grand coulee dam dam ?,LOC,other,4,1879
how many school districts are there in the united states ?,NUM,count,5,3957
"what baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?",HUM,ind,3,595
what was the name of the confederate mounted guerrilla group with which jesse james and coleman younger had ridden ?,HUM,gr,3,5040
what terror of the sea did johnny horton sing about ?,ENTY,animal,2,3158
what is website of the international court of justice ?,LOC,other,4,1272
who taught matt murdock to use his extraordinary abilities in marvel comics ?,HUM,ind,3,3132
name of heroine in `` scruples '' ?,HUM,ind,3,3429
how far can you see ?,NUM,dist,5,2551
what is color ?,DESC,def,1,616
why does the sun shine only a short time in alaska ?,DESC,reason,1,3012
what are the side effects of mevacor ?,DESC,desc,1,4513
what department store heir is responsible for raising a three-ton safe from the underwater wreckage of the andrea doria ?,HUM,ind,3,1672
where did marijuana come from ?,DESC,desc,1,1071
what is `` chicago hope '' ?,DESC,def,1,4960
what is your favorite color ?,ENTY,color,2,2539
in what state was the first co-educational college established,LOC,state,4,1148
what is a fear of sourness ?,ENTY,dismed,2,3713
where can i find the lyrics for the song ` getting married today ' from the musical ` company ' ?,LOC,other,4,1870
what football coach 's story was told in the movie run to daylight ?,HUM,ind,3,3901
how do i know how much money to save for retirement ?,DESC,manner,1,4731
what is the difference between fatalism and determinism ?,DESC,desc,1,3964
what continent pushes up the executive committee mountain range ?,LOC,other,4,2714
what is `` bloodhound '' ?,DESC,def,1,2240
what was the name of the 187s irish terrorist group in pennsylvania mining areas ?,HUM,gr,3,610
what does a deltiologist collect ?,ENTY,other,2,2084
what british tv series inspired all in the family ?,ENTY,cremat,2,3831
where can you find the venus flytrap ?,LOC,other,4,3233
what causes tuberculosis ?,DESC,reason,1,1619
what must be exceeded to produce a sonic boom ?,ENTY,other,2,5409
what organization 's offices were broken into at watergate in 1972 ?,HUM,gr,3,220
"in hemingway 's `` old man and the sea , '' what kind of fish does the old man catch ?",ENTY,animal,2,4156
"what game 's board shows the territories of irkutsk , yakutsk and kamchatka ?",ENTY,sport,2,182
what does cnn stand for ?,ABBR,exp,0,1886
what nation boarders mozambique ?,LOC,country,4,5091
what are the `` star wars '' satellites ?,DESC,def,1,3571
what 's the most delicate-tasting member of the onion family ?,ENTY,food,2,3758
what are the chances of pregnacy if the penis does not penetrate the vagina ?,NUM,perc,5,2898
who invented panties ?,HUM,ind,3,5259
what newspaper serves salt lake city ?,ENTY,cremat,2,2685
what kind of habitat does the scorpion live in ?,LOC,other,4,3972
how fast can a corvette go ?,NUM,speed,5,5287
"what stephen sondheim ballad ends : `` well , maybe next year.. . '' ?",ENTY,cremat,2,2346
what russian city used to be called st. petersburg and petrograd ?,LOC,city,4,3944
what major league baseball team compiled the best won-lost record between 1957 and 1983 ?,HUM,gr,3,5397
what is spumante ?,DESC,def,1,813
how many questions are on this thing ?,NUM,count,5,1205
what was the name of the sitcom that alyssa milano starred in with tony danza ?,ENTY,cremat,2,559
"what does r.e.m. stand for , as in the rock group r.e.m. ?",ABBR,exp,0,5005
who protects dc comics ' realm of dreams ?,HUM,ind,3,4112
what is dr. seuss ' most popular book ?,ENTY,cremat,2,3775
what are the three animals in sheila burnford 's the incredible journey ?,ENTY,animal,2,1402
rotary engine cars were made by what company ?,HUM,gr,3,5378
what was einstein 's birthplace ?,LOC,other,4,3566
"who provides telephone service in orange county , california ?",HUM,gr,3,1123
who owns the rights on a tv program ?,HUM,ind,3,4199
what four tastes can a human distinguish ?,ENTY,food,2,3553
which rockefeller was sometimes called `` jdr3 '' ?,HUM,ind,3,3117
what is object-oriented design ?,DESC,def,1,4623
what amount of folic acid should an expectant mother take daily ?,NUM,other,5,3495
where did the term `` 86 '' come from ?,DESC,desc,1,1008
what is remembrance day all about ?,DESC,desc,1,4878
how many consecutive baseball games did lou gehrig play ?,NUM,count,5,2360
what is the name given to the islamic counterpart of the red cross ?,ENTY,termeq,2,5302
where can i find the status of my tax return ?,LOC,other,4,3920
what is a fear of robbers ?,ENTY,dismed,2,4738
what is win rah ?,DESC,def,1,3339
what two presidents of the u.s. published books of poetry ?,HUM,ind,3,5062
what does a chairbound basophobic fear ?,ENTY,other,2,569
what book was f. scott fitzgerald working on when he died in hollywood in 194 ?,ENTY,cremat,2,3792
"what is the origin of the midwest slang , ` you 're darn tootin ' ?",DESC,desc,1,1452
what film did lee marvin win the 1965 best actor oscar for ?,ENTY,cremat,2,393
what does nicholas cage do for a living ?,HUM,title,3,4608
what actress starred in `` the lion in winter '' ?,HUM,ind,3,4067
what famous singing cowboy owns the california angels baseball team ?,HUM,ind,3,1006
how many sperm cells are in an average ejaculation ?,NUM,count,5,699
when will jean aeul publish her next book ?,NUM,date,5,1830
how many degrees cooler is the inside of a cucumber than the air outside ?,NUM,count,5,494
who 's the founder and editor of the national review ?,HUM,ind,3,1825
what year did rossetti paint `` beata beatrix '' ?,NUM,date,5,1211
"what woman has carried the most multiple births , twins , triplets , etc. , ?",HUM,ind,3,1269
how many oceans are there and name them ?,NUM,count,5,747
what percentage of americans own their homes ?,NUM,perc,5,722
what seven digits follow the area code in the number for long distance information ?,NUM,code,5,4312
what colors is magenta made of ?,ENTY,color,2,5122
what is the name of the deranged super-criminal otto octavius uses ?,HUM,ind,3,3771
what pope inaugurated vatican international radio ?,HUM,ind,3,5220
what is the present pope named ?,HUM,ind,3,3305
what chemical in red wine is good for the heart and what exactly does it do to your body ?,ENTY,dismed,2,3013
what caused the lynmouth floods ?,DESC,reason,1,482
what is software piracy ?,DESC,def,1,3426
how many languages does the pope speak ?,NUM,count,5,4236
where in the bible does it tell about jesus christ 's brothers and sisters ?,LOC,other,4,2554
what instrument does benny carter play ?,ENTY,instru,2,3898
what do englishmen weigh themselves in ?,NUM,weight,5,4129
what is stefan edberg 's native country ?,LOC,country,4,916
what is the mascot for notre dame university ?,ENTY,other,2,259
what is the origin of infinity ?,DESC,desc,1,4510
what is idealab ! ?,DESC,def,1,3334
what were popular songs and types of songs in the 1920s ?,ENTY,cremat,2,836
who is the current un secretary general ?,HUM,ind,3,1122
when did nixon visit china ?,NUM,date,5,4166
what is the purpose of bios ?,DESC,reason,1,3509
what is the homelite inc. home page ?,LOC,other,4,1199
name the highest mountain .,LOC,mount,4,4337
what is the chance of conceiving quadruplets ?,NUM,perc,5,1565
what is the home rule act ?,DESC,def,1,1363
what month 's third weekend is the monterey jazz festival held on ?,NUM,date,5,3219
what is the classic definition of tragic hero ?,DESC,def,1,268
how does the elongated man know a mystery is afoot ?,DESC,manner,1,3194
what is real time processing ?,DESC,def,1,1529
what player squats an average of 3 times during a baseball doubleheader ?,HUM,ind,3,2966
how many counties are in indiana ?,NUM,count,5,2523
name one of king henry viii 's wives .,HUM,ind,3,4182
what is considered the costliest disaster the insurance industry has ever faced ?,ENTY,event,2,15
what did the crocodile swallow in peter pan ?,ENTY,other,2,2935
"what was al capone finally imprisoned for , in 1931 ?",DESC,reason,1,2716
how many neurons are in the human brain ?,NUM,count,5,3475
what does robin williams do ?,HUM,title,3,4186
what causes rust ?,DESC,reason,1,1132
"what populous state covers 49 , 576 square miles ?",LOC,state,4,1736
in what film did steven spielberg 's dog star as the main character 's dog ?,ENTY,cremat,2,1858
what is the name of the president of garmat u.s.a ?,HUM,ind,3,3267
how many flavors does baskin & robbins offer ?,NUM,count,5,4462
what kind of animals were in the paleozoic era ?,ENTY,animal,2,104
what was the name of the cook on rawhide ?,HUM,ind,3,734
what line of luggage is named after a famous american flier ?,ENTY,other,2,4151
what two countries contain sierra nevada mountains ?,LOC,country,4,1166
who invented the vacuum cleaner ?,HUM,ind,3,1459
what are some interesting facts and information about dogsledding ?,DESC,desc,1,425
what 's the name of the temple that is located near the capital city of laos ?,LOC,other,4,991
when is president nixon 's birthday ?,NUM,date,5,1451
where can i find info on research being done on oilseeds thru genetics ?,LOC,other,4,2757
what asian country once thrilled to the sport of cricket fighting ?,LOC,country,4,2456
what country has declared one-fifth of its territory off-limits to russians ?,LOC,country,4,3387
what russian master spy lived in the u.s. under the name emil goldfus ?,HUM,ind,3,452
what future soviet dictator was training to be a priest when he got turned on to marxism ?,HUM,ind,3,3243
how do you handle a hungry man ?,DESC,manner,1,2637
what sea did the romans call mare nostrum ?,LOC,other,4,296
what did tristan come back as ?,ENTY,other,2,3178
what are all the southern states of the u.s. ?,LOC,state,4,5390
what sea is bombay on ?,LOC,other,4,5162
how much iron is in your body ?,NUM,count,5,3963
what are the two largest birds on earth ?,ENTY,animal,2,1629
how do windmills work ?,DESC,manner,1,2466
"what is the meaning of w.b. yeat 's poem , `` the three hermits ? ''",DESC,def,1,810
what country imposed the berlin blockade in 1948 ?,LOC,country,4,3967
what species is a colt ?,ENTY,animal,2,848
how do ants have sex ?,DESC,manner,1,3793
what 's the fifth-largest country in the world ?,LOC,country,4,2682
why are so many umbrellas black ?,DESC,reason,1,3952
what building built in 18 contains 327 miles of book shelves ?,LOC,other,4,3236
who said : `` what contemptible scoundrel stole the cork from my lunch ? '',HUM,ind,3,2707
what does a man suffering from diphallic terata have ?,ENTY,dismed,2,5258
what is saltpeter ?,DESC,def,1,1642
when did world war i start ?,NUM,date,5,263
who makes the `` die hard '' car battery ?,HUM,ind,3,4134
what generation am i in ?,ENTY,other,2,1090
what is the name of a salt lake city newspaper ?,ENTY,cremat,2,2364
who played humpty dumpty in the 1933 film alice in wonderland ?,HUM,ind,3,1206
what baseball player was walked the most times ?,HUM,ind,3,2837
what game is fatal to anybody over 21 ?,ENTY,sport,2,1159
what is the size of argentina ?,NUM,volsize,5,2343
where did bocci originate ?,LOC,other,4,1953
where can i buy a pony on the big island for my daughter ?,LOC,other,4,5250
what morris west novel deals with russian bishop who becomes pope ?,ENTY,cremat,2,5090
how many people were executed for abraham lincoln 's assassination ?,NUM,count,5,1707
what is a fear of crystals or glass ?,ENTY,dismed,2,2766
who invented the paper clip ?,HUM,ind,3,1649
what is the fastest computer ?,ENTY,product,2,3695
what famed gangland slaughter cut into the membership of bugs moran 's outfit ?,ENTY,event,2,3190
what did walter huston remove to perform in the movie the treasure of the sierra madre ?,ENTY,other,2,2211
what is a hydrogen bond ?,DESC,def,1,2530
what was the favorite sport of tom wolfe 's the pump house gang ?,ENTY,sport,2,1078
what soviet leader owned a rolls-royce ?,HUM,ind,3,376
what is the origin of u.s. army sergeant 's stripes ?,DESC,desc,1,5198
what does nafta stand for ?,ABBR,exp,0,829
"who graced the airwaves with such pearls as `` do ya lo-o-ove me ? get naked , baby ! '' ?",HUM,ind,3,646
what cherokee indian gave his name to a tree ?,HUM,ind,3,1563
what is srpska krajina ?,DESC,def,1,5110
what is the website for the usa journal ?,LOC,other,4,1485
how many minutes were there on the original ge college bowl clock ?,NUM,count,5,1270
what was the name of the ball game played by the mayans ?,ENTY,sport,2,1576
when was dubai 's first concrete house built ?,NUM,date,5,4876
name a golf course in myrtle beach .,ENTY,other,2,29
who is the richest person in the world ?,HUM,ind,3,5267
where did surfing originate ?,LOC,other,4,3883
what does caliente translate to in english ?,ENTY,termeq,2,2829
how many astronauts have been on the moon ?,NUM,count,5,1275
what is the former name of zimbabwe ?,ENTY,termeq,2,1322
what causes panic attacks ?,DESC,reason,1,1188
what astronomer-architect designed the present st. paul 's cathedral in london ?,HUM,ind,3,3951
how many teats does a female goat sport ?,NUM,count,5,2930
what shakespearean play featured shylock ?,ENTY,cremat,2,5362
which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?,ENTY,body,2,2091
why do some people have two different color eyes ?,DESC,reason,1,2090
what is a jake brake ?,DESC,def,1,2186
what is smartnet ?,DESC,def,1,3367
how come a doughnut has a hole in it ?,DESC,reason,1,3934
"what two japanese cities are spelled with the letters k , o , o , t and y ?",LOC,city,4,3130
"who said , `` i shall return . '' during world war two ?",HUM,ind,3,987
what is goldenseal ?,DESC,def,1,2604
what title did suzette charles assume for two months in 1984 ?,HUM,title,3,1022
who was confucius ?,HUM,desc,3,4537
how do birds have sex ?,DESC,manner,1,2795
what was the name of the u.s. navy gunboat in the film the sand pebbles ?,ENTY,veh,2,4917
how hot does the inside of an active volcano get ?,NUM,temp,5,2333
what is a handheld pc ?,DESC,def,1,1144
what is dudley do-right 's horse 's name ?,ENTY,animal,2,372
what 1920s cowboy star rode tony the wonder horse ?,HUM,ind,3,46
what european race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,ENTY,sport,2,4590
what brand of jeans did calvin klein admit in a 1984 interview he felt more comfortable wearing ?,ENTY,product,2,3020
what record company produced the 1978 movie the wiz ?,HUM,gr,3,1212
where was poe born ?,LOC,other,4,2764
"what is the origin and the meaning of the name , `` hajo ? ''",DESC,desc,1,718
why can 't ostriches fly ?,DESC,reason,1,2165
what is a fear of hell ?,ENTY,dismed,2,1091
who won the superbowl in ?,HUM,ind,3,2674
name the four horsemen of the apocalypse .,HUM,ind,3,5016
what nationality is ileana cotrubas ?,LOC,country,4,3766
who was randy steven craft 's lawyer ?,HUM,ind,3,502
who is king in alley oop 's home of moo ?,HUM,ind,3,3552
what causes `` rolling thunder '' ?,DESC,reason,1,1918
how did the war of 1812 affect delaware ?,DESC,manner,1,2669
who was made the first honorary citizen of the u.s. ?,HUM,ind,3,1228
who 's played the most games for the new york yankees ?,HUM,ind,3,2638
what is the recipe or formula for coca-cola ?,ENTY,food,2,5252
what are the residents of the island of lesbos called ?,HUM,gr,3,3076
what tragedy befell the city of dogtown in 1899 ?,ENTY,event,2,1028
how do i find out the exact time of a sunset for a particular day ?,DESC,manner,1,4899
how many people did randy craft murder ?,NUM,count,5,3698
what was the eighth day following the nones in each month of the roman calendar called ?,ENTY,termeq,2,3444
who was the prophet of the jewish people ?,HUM,ind,3,4872
where can i find a list of all the companies in america that offer a direct stock purchase plan ?,LOC,other,4,1180
how did the bikini bathing suite get its name ?,DESC,manner,1,1325
name the operating system that runs on ibm-compatible machines .,ENTY,other,2,603
what is the fear of being loved ?,ENTY,dismed,2,706
how does a parachute work ?,DESC,manner,1,4617
who earns their money the hard way ?,HUM,ind,3,150
what apollo 11 astronaut minded the store while armstrong and aldrin made history ?,HUM,ind,3,1803
"why are sometimes your hands cold , but the rest of you isn 't ?",DESC,reason,1,5432
what credit card features a centurion on its face ?,ENTY,other,2,2544
how big is the largest diamond ?,NUM,volsize,5,4897
what three colors of ink are used to print a u.s. dollar bill ?,ENTY,color,2,4835
which side of the face do most artists tend to show more of in self-portraits ?,ENTY,other,2,2582
what former african leader held his country 's boxing title for nine years ?,HUM,ind,3,4216
what does a&w of root beer fame stand for ?,ABBR,exp,0,2741
in what part of the world is mozambique ?,LOC,other,4,3633
what was the only country you were allowed to drive into israel from in 1979 ?,LOC,country,4,593
how long does a pig 's orgasm last ?,NUM,period,5,5055
what trophy is awarded to the winners of the super bowl ?,ENTY,other,2,2243
what is the name of the managing director of apricot computer ?,HUM,ind,3,183
what did esquire name ash hole of the year for 1980 ?,ENTY,other,2,5024
whose old london come-on was : `` buy my sweet lavender '' ?,HUM,ind,3,4146
where is qatar ?,LOC,other,4,4062
what is an arab strap ?,DESC,def,1,1120
what two european countries are joined by the gran san bernardo pass ?,LOC,country,4,4593
what country contains the westernmost point in south america ?,LOC,country,4,4523
what information can you get me on fairground park in st. louis,DESC,desc,1,921
what south american country won its first world cup soccer title in 1978 ?,LOC,country,4,5367
which ear can most people hear better with ?,ENTY,body,2,2276
"to get the most caffeine , what soda should i drink ?",ENTY,food,2,3663
what is making love ?,DESC,def,1,4058
what were the cities of dickens 's a tale of two cities ?,LOC,city,4,1972
who was jinnah ?,HUM,desc,3,5023
what is the taj majal made of ?,ENTY,substance,2,3930
"how much does it cost to have a tree planted by dialing , 900 , 740-tree ?",NUM,money,5,2728
"what architect originated the glass house designed the chicago federal center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the california ranch house ?",HUM,ind,3,3372
what was the name of the famous battle between texas and mexico ?,ENTY,event,2,1779
who was the pride of the yankees ?,HUM,ind,3,13
what are some ways to help someone with chicken pox ?,ENTY,techmeth,2,4898
what are super balls made of ?,ENTY,substance,2,4040
how long does the average domesticated ferret live ?,NUM,period,5,4981
give a reason for american indians oftentimes dropping out of school .,DESC,reason,1,421
"what garment was named for bradley , voorhees and day ?",ENTY,product,2,2793
how many people visit the pope each month ?,NUM,count,5,5279
"what events happened january 26 , 1978 ?",ENTY,event,2,888
how many months does it take the moon to revolve around the earth ?,NUM,count,5,170
what makes a clitoris sensitive ?,DESC,reason,1,522
why is jane goodall famous ?,DESC,reason,1,2504
what is money made of ?,ENTY,substance,2,3030
who wrote sons and lovers ?,HUM,ind,3,1557
what was the first minimum wage ?,NUM,money,5,4085
what school does tom attend in tom brown 's school days ?,HUM,gr,3,4009
what is the abbreviation for micro ?,ABBR,abb,0,305
how does marl form and what mineral does it contain ?,DESC,manner,1,3710
what was the vietnam war ?,DESC,def,1,2862
when did charles lindbergh die ?,NUM,date,5,5438
what country did the romans call hibernia ?,LOC,country,4,3163
stuart hamblen is considered to be the first singing cowboy of which medium ?,ENTY,cremat,2,4992
what city is . kdge radio located in ?,LOC,city,4,3478
how fast does the fastest car go ?,NUM,speed,5,670
what kentucky city calls itself the horse center of america ?,LOC,city,4,1432
