method,model,fold,seed,epoch,training_loss,training_accuracy,validation_loss,validation_accuracy
lda,vqc_z_zz,5,47,20,0.3667734781573093,0.8702430077945896,0.4553244934306232,0.844954128440367
lda,vqc_z_zz,5,47,21,0.35522879082803493,0.8734525447042641,0.4468238135680146,0.8513761467889909
lda,vqc_z_zz,5,47,22,0.3587037964268378,0.8723062815222375,0.4507692683453954,0.8504587155963302
lda,vqc_z_zz,5,47,23,0.37034415362461726,0.869784502521779,0.46175480900554483,0.8550458715596331
lda,vqc_z_zz,5,47,24,0.376762350482276,0.8677212287941312,0.46070560614723677,0.8458715596330275
lda,vqc_z_zz,5,47,25,0.3617584472509329,0.8720770288858322,0.44693524550407304,0.8541284403669724
lda,vqc_z_zz,5,47,26,0.36099022175947604,0.8720770288858322,0.4553169688500396,0.8532110091743119
lda,vqc_z_zz,5,47,27,0.3645090258679003,0.8720770288858322,0.45637509823529,0.8513761467889909
lda,vqc_z_zz,5,47,28,0.3638653266681328,0.8743695552498854,0.45297673224992707,0.8522935779816514
lda,vqc_z_zz,5,47,29,0.3679452975208417,0.8707015130674003,0.4551760740441467,0.8458715596330275
lda,vqc_z_zz,5,47,30,0.3625042752517795,0.8732232920678588,0.44972535188591806,0.8532110091743119
lda,vqc_z_zz,5,47,31,0.36095344451850075,0.8720770288858322,0.4513414725387862,0.8587155963302753
lda,vqc_z_zz,5,47,32,0.3574838363512127,0.8750573131591013,0.4481060306891936,0.8477064220183487
lda,vqc_z_zz,5,47,33,0.36711763327190605,0.8700137551581844,0.45227806010377514,0.8486238532110092
lda,vqc_z_zz,5,47,34,0.3498480879129045,0.8752865657955067,0.4389426106569964,0.8541284403669724
lda,vqc_z_zz,5,47,35,0.3559710124882467,0.8750573131591013,0.44375241008510286,0.8513761467889909
lda,vqc_z_zz,5,47,36,0.3625771266394173,0.8739110499770747,0.45101660495504325,0.8541284403669724
lda,vqc_z_zz,5,47,37,0.35674832581599225,0.8713892709766162,0.4392705371893874,0.8532110091743119
lda,vqc_z_zz,5,47,38,0.3573732969275531,0.8709307657038056,0.4434221146713703,0.8532110091743119
lda,vqc_z_zz,5,47,39,0.3524050115035904,0.8757450710683173,0.44051256274138023,0.8596330275229358
lda,vqc_z_zz,5,47,40,0.3617211743977462,0.871160018340211,0.45044892646987506,0.8522935779816514
lda,vqc_z_zz,5,47,41,0.348118677482535,0.8766620816139385,0.439797252594331,0.8559633027522936
lda,vqc_z_zz,5,47,42,0.3650606856166852,0.8720770288858322,0.45946851550439083,0.8422018348623853
lda,vqc_z_zz,5,47,43,0.35465551503532144,0.8745988078862907,0.44698902911959437,0.8513761467889909
lda,vqc_z_zz,5,47,44,0.40579411749553373,0.8601558917927556,0.4838965927515555,0.8394495412844036
lda,vqc_z_zz,5,47,45,0.3579930777070939,0.8729940394314535,0.44805755806625436,0.8513761467889909
lda,vqc_z_zz,5,47,46,0.357693366750781,0.8741403026134801,0.4427576489199739,0.8477064220183487
lda,vqc_z_zz,5,47,47,0.3597068300983983,0.8736817973406694,0.4438418460480117,0.8522935779816514
lda,vqc_z_zz,5,47,48,0.36252486246652094,0.8720770288858322,0.44612812557078285,0.8550458715596331
lda,vqc_z_zz,5,47,49,0.3559148733848719,0.8741403026134801,0.43798427864772466,0.8577981651376146
lda,vqc_z_zz,5,47,50,0.35352509608513605,0.874828060522696,0.44213979004993353,0.8486238532110092
lda,vqc_z_zz,5,47,51,0.37045438939527,0.869096744612563,0.45177559235363923,0.8477064220183487
lda,vqc_z_zz,5,47,52,0.3627538723663582,0.8729940394314535,0.43851432917861766,0.8532110091743119
lda,vqc_z_zz,5,47,53,0.3697378364165733,0.8707015130674003,0.45839546826932953,0.846788990825688
lda,vqc_z_zz,5,47,54,0.35867770320229003,0.8725355341586428,0.45183035463368126,0.8495412844036697
lda,vqc_z_zz,5,47,55,0.34757764224118454,0.8736817973406694,0.43536486618152453,0.8568807339449541
lda,vqc_z_zz,5,47,56,0.3551850350883673,0.8725355341586428,0.4458541014735852,0.8477064220183487
lda,vqc_z_zz,5,47,57,0.35735305026002784,0.8729940394314535,0.4475536018815062,0.8541284403669724
lda,vqc_z_zz,5,47,58,0.35823057427257643,0.869784502521779,0.44462032059053763,0.8513761467889909
lda,vqc_z_zz,5,47,59,0.34976610738112807,0.8773498395231545,0.4349111516267882,0.8577981651376146
lda,vqc_z_zz,5,47,60,0.34531469501688195,0.8734525447042641,0.4373434078666048,0.8568807339449541
